Tm,home_team,away_team,inning,player_name,pitcher,home_score,away_score,game_pk
33460,AZ,COL,1,"Quintana, Jose",500779,2,0,825081
33461,AZ,COL,1,"Quintana, Jose",500779,1,0,825081
33462,AZ,COL,1,"Quintana, Jose",500779,0,0,825081
33463,AZ,COL,1,"Quintana, Jose",500779,0,0,825081
33464,AZ,COL,1,"Quintana, Jose",500779,0,0,825081
33465,AZ,COL,1,"Quintana, Jose",500779,0,0,825081
33466,AZ,COL,1,"Quintana, Jose",500779,0,0,825081
33467,AZ,COL,1,"Quintana, Jose",500779,0,0,825081
33468,AZ,COL,1,"Quintana, Jose",500779,0,0,825081
33469,AZ,COL,1,"Quintana, Jose",500779,0,0,825081
33470,AZ,COL,1,"Nelson, Ryne",669194,0,0,825081
33471,AZ,COL,1,"Nelson, Ryne",669194,0,0,825081
33472,AZ,COL,1,"Nelson, Ryne",669194,0,0,825081
33473,AZ,COL,1,"Nelson, Ryne",669194,0,0,825081
33474,AZ,COL,1,"Nelson, Ryne",669194,0,0,825081
33475,AZ,COL,1,"Nelson, Ryne",669194,0,0,825081
33476,ATL,WSH,1,"Griffin, Foster",656492,0,0,824921
33477,ATL,WSH,1,"Griffin, Foster",656492,0,0,824921
33478,ATL,WSH,1,"Griffin, Foster",656492,0,0,824921
33479,ATL,WSH,1,"Griffin, Foster",656492,0,0,824921
33480,ATL,WSH,1,"Griffin, Foster",656492,0,0,824921
33481,ATL,WSH,1,"Griffin, Foster",656492,0,0,824921
33482,ATL,WSH,1,"Griffin, Foster",656492,0,0,824921
33483,ATL,WSH,1,"Griffin, Foster",656492,0,0,824921
33484,ATL,WSH,1,"Griffin, Foster",656492,0,0,824921
33485,ATL,WSH,1,"Griffin, Foster",656492,0,0,824921
33486,ATL,WSH,1,"Griffin, Foster",656492,0,0,824921
33487,ATL,WSH,1,"Griffin, Foster",656492,0,0,824921
33488,ATL,WSH,1,"Griffin, Foster",656492,0,0,824921
33489,ATL,WSH,1,"Griffin, Foster",656492,0,0,824921
33490,ATL,WSH,1,"Griffin, Foster",656492,0,0,824921
33491,ATL,WSH,1,"Griffin, Foster",656492,0,0,824921
33492,ATL,WSH,1,"Griffin, Foster",656492,0,0,824921
33493,ATL,WSH,1,"Griffin, Foster",656492,0,0,824921
33494,ATL,WSH,1,"Griffin, Foster",656492,0,0,824921
33495,ATL,WSH,1,"Griffin, Foster",656492,0,0,824921
33496,ATL,WSH,1,"Griffin, Foster",656492,0,0,824921
33497,ATL,WSH,1,"Pérez, Martín",527048,0,0,824921
33498,ATL,WSH,1,"Pérez, Martín",527048,0,0,824921
33499,ATL,WSH,1,"Pérez, Martín",527048,0,0,824921
33500,ATL,WSH,1,"Pérez, Martín",527048,0,0,824921
33501,ATL,WSH,1,"Pérez, Martín",527048,0,0,824921
33502,ATL,WSH,1,"Pérez, Martín",527048,0,0,824921
33503,ATL,WSH,1,"Pérez, Martín",527048,0,0,824921
33504,ATL,WSH,1,"Pérez, Martín",527048,0,0,824921
33505,ATL,WSH,1,"Pérez, Martín",527048,0,0,824921
33506,ATL,WSH,1,"Pérez, Martín",527048,0,0,824921
33507,ATL,WSH,1,"Pérez, Martín",527048,0,0,824921
33508,ATL,WSH,1,"Pérez, Martín",527048,0,0,824921
33509,ATL,WSH,1,"Pérez, Martín",527048,0,0,824921
33510,ATL,WSH,1,"Pérez, Martín",527048,0,0,824921
33511,ATL,WSH,1,"Pérez, Martín",527048,0,0,824921
33512,BAL,DET,1,"Melton, Troy",675512,0,2,824840
33513,BAL,DET,1,"Melton, Troy",675512,0,2,824840
33514,BAL,DET,1,"Melton, Troy",675512,0,2,824840
33515,BAL,DET,1,"Melton, Troy",675512,0,2,824840
33516,BAL,DET,1,"Melton, Troy",675512,0,2,824840
33517,BAL,DET,1,"Melton, Troy",675512,0,2,824840
33518,BAL,DET,1,"Melton, Troy",675512,0,2,824840
33519,BAL,DET,1,"Melton, Troy",675512,0,2,824840
33520,BAL,DET,1,"Melton, Troy",675512,0,2,824840
33521,BAL,DET,1,"Melton, Troy",675512,0,2,824840
33522,BAL,DET,1,"Melton, Troy",675512,0,2,824840
33523,BAL,DET,1,"Melton, Troy",675512,0,2,824840
33524,BAL,DET,1,"Rogers, Trevor",669432,0,2,824840
33525,BAL,DET,1,"Rogers, Trevor",669432,0,2,824840
33526,BAL,DET,1,"Rogers, Trevor",669432,0,2,824840
33527,BAL,DET,1,"Rogers, Trevor",669432,0,2,824840
33528,BAL,DET,1,"Rogers, Trevor",669432,0,2,824840
33529,BAL,DET,1,"Rogers, Trevor",669432,0,0,824840
33530,BAL,DET,1,"Rogers, Trevor",669432,0,0,824840
33531,BAL,DET,1,"Rogers, Trevor",669432,0,0,824840
33532,BAL,DET,1,"Rogers, Trevor",669432,0,0,824840
33533,BAL,DET,1,"Rogers, Trevor",669432,0,0,824840
33534,BAL,DET,1,"Rogers, Trevor",669432,0,0,824840
33535,BAL,DET,1,"Rogers, Trevor",669432,0,0,824840
33536,BAL,DET,1,"Rogers, Trevor",669432,0,0,824840
33537,BAL,DET,1,"Rogers, Trevor",669432,0,0,824840
33538,BAL,DET,1,"Rogers, Trevor",669432,0,0,824840
33539,BAL,DET,1,"Rogers, Trevor",669432,0,0,824840
33540,BAL,DET,1,"Valdez, Framber",664285,0,0,824839
33541,BAL,DET,1,"Valdez, Framber",664285,0,0,824839
33542,BAL,DET,1,"Valdez, Framber",664285,0,0,824839
33543,BAL,DET,1,"Valdez, Framber",664285,0,0,824839
33544,BAL,DET,1,"Valdez, Framber",664285,0,0,824839
33545,BAL,DET,1,"Valdez, Framber",664285,0,0,824839
33546,BAL,DET,1,"Valdez, Framber",664285,0,0,824839
33547,BAL,DET,1,"Valdez, Framber",664285,0,0,824839
33548,BAL,DET,1,"Valdez, Framber",664285,0,0,824839
33549,BAL,DET,1,"Valdez, Framber",664285,0,0,824839
33550,BAL,DET,1,"Valdez, Framber",664285,0,0,824839
33551,BAL,DET,1,"Valdez, Framber",664285,0,0,824839
33552,BAL,DET,1,"Valdez, Framber",664285,0,0,824839
33553,BAL,DET,1,"Valdez, Framber",664285,0,0,824839
33554,BAL,DET,1,"Valdez, Framber",664285,0,0,824839
33555,BAL,DET,1,"Valdez, Framber",664285,0,0,824839
33556,BAL,DET,1,"Valdez, Framber",664285,0,0,824839
33557,BAL,DET,1,"Valdez, Framber",664285,0,0,824839
33558,BAL,DET,1,"Valdez, Framber",664285,0,0,824839
33559,BAL,DET,1,"Young, Brandon",687064,0,0,824839
33560,BAL,DET,1,"Young, Brandon",687064,0,0,824839
33561,BAL,DET,1,"Young, Brandon",687064,0,0,824839
33562,BAL,DET,1,"Young, Brandon",687064,0,0,824839
33563,BAL,DET,1,"Young, Brandon",687064,0,0,824839
33564,BAL,DET,1,"Young, Brandon",687064,0,0,824839
33565,BAL,DET,1,"Young, Brandon",687064,0,0,824839
33566,BAL,DET,1,"Young, Brandon",687064,0,0,824839
33567,BAL,DET,1,"Young, Brandon",687064,0,0,824839
33568,BOS,MIN,1,"Ober, Bailey",641927,0,1,824759
33569,BOS,MIN,1,"Ober, Bailey",641927,0,1,824759
33570,BOS,MIN,1,"Ober, Bailey",641927,0,1,824759
33571,BOS,MIN,1,"Ober, Bailey",641927,0,1,824759
33572,BOS,MIN,1,"Ober, Bailey",641927,0,1,824759
33573,BOS,MIN,1,"Ober, Bailey",641927,0,1,824759
33574,BOS,MIN,1,"Ober, Bailey",641927,0,1,824759
33575,BOS,MIN,1,"Ober, Bailey",641927,0,1,824759
33576,BOS,MIN,1,"Ober, Bailey",641927,0,1,824759
33577,BOS,MIN,1,"Ober, Bailey",641927,0,1,824759
33578,BOS,MIN,1,"Ober, Bailey",641927,0,1,824759
33579,BOS,MIN,1,"Ober, Bailey",641927,0,1,824759
33580,BOS,MIN,1,"Ober, Bailey",641927,0,1,824759
33581,BOS,MIN,1,"Ober, Bailey",641927,0,1,824759
33582,BOS,MIN,1,"Ober, Bailey",641927,0,1,824759
33583,BOS,MIN,1,"Gray, Sonny",543243,0,1,824759
33584,BOS,MIN,1,"Gray, Sonny",543243,0,1,824759
33585,BOS,MIN,1,"Gray, Sonny",543243,0,0,824759
33586,BOS,MIN,1,"Gray, Sonny",543243,0,0,824759
33587,BOS,MIN,1,"Gray, Sonny",543243,0,0,824759
33588,BOS,MIN,1,"Gray, Sonny",543243,0,0,824759
33589,BOS,MIN,1,"Gray, Sonny",543243,0,0,824759
33590,BOS,MIN,1,"Gray, Sonny",543243,0,0,824759
33591,BOS,MIN,1,"Gray, Sonny",543243,0,0,824759
33592,BOS,MIN,1,"Gray, Sonny",543243,0,0,824759
33593,BOS,MIN,1,"Gray, Sonny",543243,0,0,824759
33594,BOS,MIN,1,"Gray, Sonny",543243,0,0,824759
33595,BOS,MIN,1,"Gray, Sonny",543243,0,0,824759
33596,BOS,MIN,1,"Gray, Sonny",543243,0,0,824759
33597,BOS,MIN,1,"Gray, Sonny",543243,0,0,824759
33598,BOS,MIN,1,"Gray, Sonny",543243,0,0,824759
33599,BOS,MIN,1,"Gray, Sonny",543243,0,0,824759
33600,BOS,MIN,1,"Gray, Sonny",543243,0,0,824759
33601,BOS,MIN,1,"Gray, Sonny",543243,0,0,824759
33602,BOS,MIN,1,"Gray, Sonny",543243,0,0,824759
33603,BOS,MIN,1,"Gray, Sonny",543243,0,0,824759
33604,BOS,MIN,1,"Gray, Sonny",543243,0,0,824759
33605,BOS,MIN,1,"Gray, Sonny",543243,0,0,824759
33606,BOS,MIN,1,"Gray, Sonny",543243,0,0,824759
33607,BOS,MIN,1,"Gray, Sonny",543243,0,0,824759
33608,BOS,MIN,1,"Gray, Sonny",543243,0,0,824759
33609,BOS,MIN,1,"Gray, Sonny",543243,0,0,824759
33610,BOS,MIN,1,"Gray, Sonny",543243,0,0,824759
33611,BOS,MIN,1,"Gray, Sonny",543243,0,0,824759
33612,CHC,HOU,1,"Lambert, Peter",663567,0,0,824676
33613,CHC,HOU,1,"Lambert, Peter",663567,0,0,824676
33614,CHC,HOU,1,"Lambert, Peter",663567,0,0,824676
33615,CHC,HOU,1,"Lambert, Peter",663567,0,0,824676
33616,CHC,HOU,1,"Lambert, Peter",663567,0,0,824676
33617,CHC,HOU,1,"Lambert, Peter",663567,0,0,824676
33618,CHC,HOU,1,"Lambert, Peter",663567,0,0,824676
33619,CHC,HOU,1,"Lambert, Peter",663567,0,0,824676
33620,CHC,HOU,1,"Lambert, Peter",663567,0,0,824676
33621,CHC,HOU,1,"Lambert, Peter",663567,0,0,824676
33622,CHC,HOU,1,"Lambert, Peter",663567,0,0,824676
33623,CHC,HOU,1,"Lambert, Peter",663567,0,0,824676
33624,CHC,HOU,1,"Lambert, Peter",663567,0,0,824676
33625,CHC,HOU,1,"Lambert, Peter",663567,0,0,824676
33626,CHC,HOU,1,"Lambert, Peter",663567,0,0,824676
33627,CHC,HOU,1,"Lambert, Peter",663567,0,0,824676
33628,CHC,HOU,1,"Lambert, Peter",663567,0,0,824676
33629,CHC,HOU,1,"Lambert, Peter",663567,0,0,824676
33630,CHC,HOU,1,"Lambert, Peter",663567,0,0,824676
33631,CHC,HOU,1,"Lambert, Peter",663567,0,0,824676
33632,CHC,HOU,1,"Lambert, Peter",663567,0,0,824676
33633,CHC,HOU,1,"Imanaga, Shota",684007,0,0,824676
33634,CHC,HOU,1,"Imanaga, Shota",684007,0,0,824676
33635,CHC,HOU,1,"Imanaga, Shota",684007,0,0,824676
33636,CHC,HOU,1,"Imanaga, Shota",684007,0,0,824676
33637,CHC,HOU,1,"Imanaga, Shota",684007,0,0,824676
33638,CHC,HOU,1,"Imanaga, Shota",684007,0,0,824676
33639,CHC,HOU,1,"Imanaga, Shota",684007,0,0,824676
33640,CHC,HOU,1,"Imanaga, Shota",684007,0,0,824676
33641,CHC,HOU,1,"Imanaga, Shota",684007,0,0,824676
33642,CHC,HOU,1,"Imanaga, Shota",684007,0,0,824676
33643,CHC,HOU,1,"Imanaga, Shota",684007,0,0,824676
33644,KC,SEA,1,"Woo, Bryan",693433,0,1,824108
33645,KC,SEA,1,"Woo, Bryan",693433,0,1,824108
33646,KC,SEA,1,"Woo, Bryan",693433,0,1,824108
33647,KC,SEA,1,"Woo, Bryan",693433,0,1,824108
33648,KC,SEA,1,"Woo, Bryan",693433,0,1,824108
33649,KC,SEA,1,"Woo, Bryan",693433,0,1,824108
33650,KC,SEA,1,"Woo, Bryan",693433,0,1,824108
33651,KC,SEA,1,"Woo, Bryan",693433,0,1,824108
33652,KC,SEA,1,"Woo, Bryan",693433,0,1,824108
33653,KC,SEA,1,"Woo, Bryan",693433,0,1,824108
33654,KC,SEA,1,"Woo, Bryan",693433,0,1,824108
33655,KC,SEA,1,"Woo, Bryan",693433,0,1,824108
33656,KC,SEA,1,"Woo, Bryan",693433,0,1,824108
33657,KC,SEA,1,"Woo, Bryan",693433,0,1,824108
33658,KC,SEA,1,"Woo, Bryan",693433,0,1,824108
33659,KC,SEA,1,"Woo, Bryan",693433,0,1,824108
33660,KC,SEA,1,"Woo, Bryan",693433,0,1,824108
33661,KC,SEA,1,"Lugo, Seth",607625,0,1,824108
33662,KC,SEA,1,"Lugo, Seth",607625,0,1,824108
33663,KC,SEA,1,"Lugo, Seth",607625,0,1,824108
33664,KC,SEA,1,"Lugo, Seth",607625,0,0,824108
33665,KC,SEA,1,"Lugo, Seth",607625,0,0,824108
33666,KC,SEA,1,"Lugo, Seth",607625,0,0,824108
33667,KC,SEA,1,"Lugo, Seth",607625,0,0,824108
33668,LAA,TEX,1,"Gore, MacKenzie",669022,0,0,824028
33669,LAA,TEX,1,"Gore, MacKenzie",669022,0,0,824028
33670,LAA,TEX,1,"Gore, MacKenzie",669022,0,0,824028
33671,LAA,TEX,1,"Gore, MacKenzie",669022,0,0,824028
33672,LAA,TEX,1,"Gore, MacKenzie",669022,0,0,824028
33673,LAA,TEX,1,"Gore, MacKenzie",669022,0,0,824028
33674,LAA,TEX,1,"Gore, MacKenzie",669022,0,0,824028
33675,LAA,TEX,1,"Gore, MacKenzie",669022,0,0,824028
33676,LAA,TEX,1,"Gore, MacKenzie",669022,0,0,824028
33677,LAA,TEX,1,"Gore, MacKenzie",669022,0,0,824028
33678,LAA,TEX,1,"Gore, MacKenzie",669022,0,0,824028
33679,LAA,TEX,1,"Gore, MacKenzie",669022,0,0,824028
33680,LAA,TEX,1,"Gore, MacKenzie",669022,0,0,824028
33681,LAA,TEX,1,"Gore, MacKenzie",669022,0,0,824028
33682,LAA,TEX,1,"Gore, MacKenzie",669022,0,0,824028
33683,LAA,TEX,1,"Gore, MacKenzie",669022,0,0,824028
33684,LAA,TEX,1,"Gore, MacKenzie",669022,0,0,824028
33685,LAA,TEX,1,"Gore, MacKenzie",669022,0,0,824028
33686,LAA,TEX,1,"Gore, MacKenzie",669022,0,0,824028
33687,LAA,TEX,1,"Detmers, Reid",672282,0,0,824028
33688,LAA,TEX,1,"Detmers, Reid",672282,0,0,824028
33689,LAA,TEX,1,"Detmers, Reid",672282,0,0,824028
33690,LAA,TEX,1,"Detmers, Reid",672282,0,0,824028
33691,LAA,TEX,1,"Detmers, Reid",672282,0,0,824028
33692,LAA,TEX,1,"Detmers, Reid",672282,0,0,824028
33693,LAA,TEX,1,"Detmers, Reid",672282,0,0,824028
33694,LAA,TEX,1,"Detmers, Reid",672282,0,0,824028
33695,LAA,TEX,1,"Detmers, Reid",672282,0,0,824028
33696,LAA,TEX,1,"Detmers, Reid",672282,0,0,824028
33697,LAA,TEX,1,"Detmers, Reid",672282,0,0,824028
33698,LAA,TEX,1,"Detmers, Reid",672282,0,0,824028
33699,MIA,NYM,1,"Scott, Christian",681035,0,0,823861
33700,MIA,NYM,1,"Scott, Christian",681035,0,0,823861
33701,MIA,NYM,1,"Scott, Christian",681035,0,0,823861
33702,MIA,NYM,1,"Scott, Christian",681035,0,0,823861
33703,MIA,NYM,1,"Scott, Christian",681035,0,0,823861
33704,MIA,NYM,1,"Scott, Christian",681035,0,0,823861
33705,MIA,NYM,1,"Scott, Christian",681035,0,0,823861
33706,MIA,NYM,1,"Scott, Christian",681035,0,0,823861
33707,MIA,NYM,1,"Scott, Christian",681035,0,0,823861
33708,MIA,NYM,1,"Scott, Christian",681035,0,0,823861
33709,MIA,NYM,1,"Scott, Christian",681035,0,0,823861
33710,MIA,NYM,1,"Scott, Christian",681035,0,0,823861
33711,MIA,NYM,1,"Scott, Christian",681035,0,0,823861
33712,MIA,NYM,1,"Scott, Christian",681035,0,0,823861
33713,MIA,NYM,1,"Scott, Christian",681035,0,0,823861
33714,MIA,NYM,1,"Scott, Christian",681035,0,0,823861
33715,MIA,NYM,1,"Scott, Christian",681035,0,0,823861
33716,MIA,NYM,1,"Phillips, Tyler",663969,0,0,823861
33717,MIA,NYM,1,"Phillips, Tyler",663969,0,0,823861
33718,MIA,NYM,1,"Phillips, Tyler",663969,0,0,823861
33719,MIA,NYM,1,"Phillips, Tyler",663969,0,0,823861
33720,MIA,NYM,1,"Phillips, Tyler",663969,0,0,823861
33721,MIA,NYM,1,"Phillips, Tyler",663969,0,0,823861
33722,MIA,NYM,1,"Phillips, Tyler",663969,0,0,823861
33723,MIA,NYM,1,"Phillips, Tyler",663969,0,0,823861
33724,MIA,NYM,1,"Phillips, Tyler",663969,0,0,823861
33725,MIA,NYM,1,"Phillips, Tyler",663969,0,0,823861
33726,MIA,NYM,1,"Phillips, Tyler",663969,0,0,823861
33727,MIA,NYM,1,"Phillips, Tyler",663969,0,0,823861
33728,MIA,NYM,1,"Phillips, Tyler",663969,0,0,823861
33729,MIA,NYM,1,"Phillips, Tyler",663969,0,0,823861
33730,MIA,NYM,1,"Phillips, Tyler",663969,0,0,823861
33731,MIA,NYM,1,"Phillips, Tyler",663969,0,0,823861
33732,MIA,NYM,1,"Phillips, Tyler",663969,0,0,823861
33733,MIA,NYM,1,"Phillips, Tyler",663969,0,0,823861
33734,MIA,NYM,1,"Phillips, Tyler",663969,0,0,823861
33735,MIL,LAD,1,"Yamamoto, Yoshinobu",808967,0,0,823786
33736,MIL,LAD,1,"Yamamoto, Yoshinobu",808967,0,0,823786
33737,MIL,LAD,1,"Yamamoto, Yoshinobu",808967,0,0,823786
33738,MIL,LAD,1,"Yamamoto, Yoshinobu",808967,0,0,823786
33739,MIL,LAD,1,"Yamamoto, Yoshinobu",808967,0,0,823786
33740,MIL,LAD,1,"Yamamoto, Yoshinobu",808967,0,0,823786
33741,MIL,LAD,1,"Yamamoto, Yoshinobu",808967,0,0,823786
33742,MIL,LAD,1,"Yamamoto, Yoshinobu",808967,0,0,823786
33743,MIL,LAD,1,"Yamamoto, Yoshinobu",808967,0,0,823786
33744,MIL,LAD,1,"Sproat, Brandon",687075,0,0,823786
33745,MIL,LAD,1,"Sproat, Brandon",687075,0,0,823786
33746,MIL,LAD,1,"Sproat, Brandon",687075,0,0,823786
33747,MIL,LAD,1,"Sproat, Brandon",687075,0,0,823786
33748,MIL,LAD,1,"Sproat, Brandon",687075,0,0,823786
33749,MIL,LAD,1,"Sproat, Brandon",687075,0,0,823786
33750,MIL,LAD,1,"Sproat, Brandon",687075,0,0,823786
33751,MIL,LAD,1,"Sproat, Brandon",687075,0,0,823786
33752,MIL,LAD,1,"Sproat, Brandon",687075,0,0,823786
33753,MIL,LAD,1,"Sproat, Brandon",687075,0,0,823786
33754,MIL,LAD,1,"Sproat, Brandon",687075,0,0,823786
33755,MIL,LAD,1,"Sproat, Brandon",687075,0,0,823786
33756,MIL,LAD,1,"Sproat, Brandon",687075,0,0,823786
33757,MIL,LAD,1,"Sproat, Brandon",687075,0,0,823786
33758,MIL,LAD,1,"Sproat, Brandon",687075,0,0,823786
33759,NYY,TB,1,"Rasmussen, Drew",656876,0,0,823544
33760,NYY,TB,1,"Rasmussen, Drew",656876,0,0,823544
33761,NYY,TB,1,"Rasmussen, Drew",656876,0,0,823544
33762,NYY,TB,1,"Rasmussen, Drew",656876,0,0,823544
33763,NYY,TB,1,"Rasmussen, Drew",656876,0,0,823544
33764,NYY,TB,1,"Rasmussen, Drew",656876,0,0,823544
33765,NYY,TB,1,"Rasmussen, Drew",656876,0,0,823544
33766,NYY,TB,1,"Weathers, Ryan",677960,0,0,823544
33767,NYY,TB,1,"Weathers, Ryan",677960,0,0,823544
33768,NYY,TB,1,"Weathers, Ryan",677960,0,0,823544
33769,NYY,TB,1,"Weathers, Ryan",677960,0,0,823544
33770,NYY,TB,1,"Weathers, Ryan",677960,0,0,823544
33771,NYY,TB,1,"Weathers, Ryan",677960,0,0,823544
33772,NYY,TB,1,"Weathers, Ryan",677960,0,0,823544
33773,NYY,TB,1,"Weathers, Ryan",677960,0,0,823544
33774,NYY,TB,1,"Weathers, Ryan",677960,0,0,823544
33775,NYY,TB,1,"Weathers, Ryan",677960,0,0,823544
33776,NYY,TB,1,"Weathers, Ryan",677960,0,0,823544
33777,NYY,TB,1,"Weathers, Ryan",677960,0,0,823544
33778,NYY,TB,1,"Weathers, Ryan",677960,0,0,823544
33779,NYY,TB,1,"Weathers, Ryan",677960,0,0,823544
33780,NYY,TB,1,"Weathers, Ryan",677960,0,0,823544
33781,NYY,TB,1,"Weathers, Ryan",677960,0,0,823544
33782,PHI,CLE,1,"Messick, Parker",800048,0,0,823459
33783,PHI,CLE,1,"Messick, Parker",800048,0,0,823459
33784,PHI,CLE,1,"Messick, Parker",800048,0,0,823459
33785,PHI,CLE,1,"Messick, Parker",800048,0,0,823459
33786,PHI,CLE,1,"Messick, Parker",800048,0,0,823459
33787,PHI,CLE,1,"Messick, Parker",800048,0,0,823459
33788,PHI,CLE,1,"Messick, Parker",800048,0,0,823459
33789,PHI,CLE,1,"Messick, Parker",800048,0,0,823459
33790,PHI,CLE,1,"Messick, Parker",800048,0,0,823459
33791,PHI,CLE,1,"Messick, Parker",800048,0,0,823459
33792,PHI,CLE,1,"Messick, Parker",800048,0,0,823459
33793,PHI,CLE,1,"Messick, Parker",800048,0,0,823459
33794,PHI,CLE,1,"Messick, Parker",800048,0,0,823459
33795,PHI,CLE,1,"Messick, Parker",800048,0,0,823459
33796,PHI,CLE,1,"Messick, Parker",800048,0,0,823459
33797,PHI,CLE,1,"Messick, Parker",800048,0,0,823459
33798,PHI,CLE,1,"Painter, Andrew",691725,0,0,823459
33799,PHI,CLE,1,"Painter, Andrew",691725,0,0,823459
33800,PHI,CLE,1,"Painter, Andrew",691725,0,0,823459
33801,PHI,CLE,1,"Painter, Andrew",691725,0,0,823459
33802,PHI,CLE,1,"Painter, Andrew",691725,0,0,823459
33803,PHI,CLE,1,"Painter, Andrew",691725,0,0,823459
33804,PHI,CLE,1,"Painter, Andrew",691725,0,0,823459
33805,PHI,CLE,1,"Painter, Andrew",691725,0,0,823459
33806,SD,ATH,1,"Medina, Luis",665622,0,1,823297
33807,SD,ATH,1,"Medina, Luis",665622,0,1,823297
33808,SD,ATH,1,"Medina, Luis",665622,0,1,823297
33809,SD,ATH,1,"Medina, Luis",665622,0,1,823297
33810,SD,ATH,1,"Medina, Luis",665622,0,1,823297
33811,SD,ATH,1,"Medina, Luis",665622,0,1,823297
33812,SD,ATH,1,"Medina, Luis",665622,0,1,823297
33813,SD,ATH,1,"Medina, Luis",665622,0,1,823297
33814,SD,ATH,1,"Medina, Luis",665622,0,1,823297
33815,SD,ATH,1,"King, Michael",650633,0,1,823297
33816,SD,ATH,1,"King, Michael",650633,0,1,823297
33817,SD,ATH,1,"King, Michael",650633,0,1,823297
33818,SD,ATH,1,"King, Michael",650633,0,1,823297
33819,SD,ATH,1,"King, Michael",650633,0,1,823297
33820,SD,ATH,1,"King, Michael",650633,0,1,823297
33821,SD,ATH,1,"King, Michael",650633,0,1,823297
33822,SD,ATH,1,"King, Michael",650633,0,1,823297
33823,SD,ATH,1,"King, Michael",650633,0,1,823297
33824,SD,ATH,1,"King, Michael",650633,0,1,823297
33825,SD,ATH,1,"King, Michael",650633,0,1,823297
33826,SD,ATH,1,"King, Michael",650633,0,1,823297
33827,SD,ATH,1,"King, Michael",650633,0,1,823297
33828,SD,ATH,1,"King, Michael",650633,0,0,823297
33829,SD,ATH,1,"King, Michael",650633,0,0,823297
33830,SD,ATH,1,"King, Michael",650633,0,0,823297
33831,SD,ATH,1,"King, Michael",650633,0,0,823297
33832,SD,ATH,1,"King, Michael",650633,0,0,823297
33833,SD,ATH,1,"King, Michael",650633,0,0,823297
33834,SF,CWS,1,"Schultz, Noah",702273,2,1,823220
33835,SF,CWS,1,"Schultz, Noah",702273,2,1,823220
33836,SF,CWS,1,"Schultz, Noah",702273,2,1,823220
33837,SF,CWS,1,"Schultz, Noah",702273,2,1,823220
33838,SF,CWS,1,"Schultz, Noah",702273,2,1,823220
33839,SF,CWS,1,"Schultz, Noah",702273,2,1,823220
33840,SF,CWS,1,"Schultz, Noah",702273,1,1,823220
33841,SF,CWS,1,"Schultz, Noah",702273,1,1,823220
33842,SF,CWS,1,"Schultz, Noah",702273,1,1,823220
33843,SF,CWS,1,"Schultz, Noah",702273,1,1,823220
33844,SF,CWS,1,"Schultz, Noah",702273,0,1,823220
33845,SF,CWS,1,"Schultz, Noah",702273,0,1,823220
33846,SF,CWS,1,"Schultz, Noah",702273,0,1,823220
33847,SF,CWS,1,"Schultz, Noah",702273,0,1,823220
33848,SF,CWS,1,"Schultz, Noah",702273,0,1,823220
33849,SF,CWS,1,"Schultz, Noah",702273,0,1,823220
33850,SF,CWS,1,"Schultz, Noah",702273,0,1,823220
33851,SF,CWS,1,"Schultz, Noah",702273,0,1,823220
33852,SF,CWS,1,"Schultz, Noah",702273,0,1,823220
33853,SF,CWS,1,"Schultz, Noah",702273,0,1,823220
33854,SF,CWS,1,"Ray, Robbie",592662,0,1,823220
33855,SF,CWS,1,"Ray, Robbie",592662,0,1,823220
33856,SF,CWS,1,"Ray, Robbie",592662,0,1,823220
33857,SF,CWS,1,"Ray, Robbie",592662,0,1,823220
33858,SF,CWS,1,"Ray, Robbie",592662,0,1,823220
33859,SF,CWS,1,"Ray, Robbie",592662,0,1,823220
33860,SF,CWS,1,"Ray, Robbie",592662,0,1,823220
33861,SF,CWS,1,"Ray, Robbie",592662,0,1,823220
33862,SF,CWS,1,"Ray, Robbie",592662,0,1,823220
33863,SF,CWS,1,"Ray, Robbie",592662,0,1,823220
33864,SF,CWS,1,"Ray, Robbie",592662,0,1,823220
33865,SF,CWS,1,"Ray, Robbie",592662,0,1,823220
33866,SF,CWS,1,"Ray, Robbie",592662,0,1,823220
33867,SF,CWS,1,"Ray, Robbie",592662,0,1,823220
33868,SF,CWS,1,"Ray, Robbie",592662,0,1,823220
33869,SF,CWS,1,"Ray, Robbie",592662,0,0,823220
33870,SF,CWS,1,"Ray, Robbie",592662,0,0,823220
33871,SF,CWS,1,"Ray, Robbie",592662,0,0,823220
33872,SF,CWS,1,"Ray, Robbie",592662,0,0,823220
33873,SF,CWS,1,"Ray, Robbie",592662,0,0,823220
33874,SF,CWS,1,"Ray, Robbie",592662,0,0,823220
33875,SF,CWS,1,"Ray, Robbie",592662,0,0,823220
33876,SF,CWS,1,"Ray, Robbie",592662,0,0,823220
33877,TOR,PIT,1,"Keller, Mitch",656605,0,1,822813
33878,TOR,PIT,1,"Keller, Mitch",656605,0,1,822813
33879,TOR,PIT,1,"Keller, Mitch",656605,0,1,822813
33880,TOR,PIT,1,"Keller, Mitch",656605,0,1,822813
33881,TOR,PIT,1,"Keller, Mitch",656605,0,1,822813
33882,TOR,PIT,1,"Keller, Mitch",656605,0,1,822813
33883,TOR,PIT,1,"Keller, Mitch",656605,0,1,822813
33884,TOR,PIT,1,"Keller, Mitch",656605,0,1,822813
33885,TOR,PIT,1,"Keller, Mitch",656605,0,1,822813
