Date,Tm,Home_Away,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,Streak,Orig. Scheduled
"Friday, May 29",CHW,Home,DET,W-wo,4.0,3.0,10.0,30-27,2.0,3.0,Hudson,Anderson,None,2:29,N,30019.0,.90,3.0,
"Saturday, May 30",CHW,Home,DET,W,7.0,1.0,9.0,31-27,2.0,2.0,Kay,Valdez,None,2:24,D,29435.0,.69,4.0,
"Sunday, May 31",CHW,Home,DET,W,2.0,1.0,9.0,32-27,2.0,1.0,Eisert,Anderson,Davis,2:20,D,28764.0,1.59,5.0,
"Monday, Jun 1",CHW,@,MIN,L,6.0,9.0,9.0,32-28,2.0,1.5,Ryan,Sandlin,None,2:32,N,12525.0,1.50,-1.0,
"Tuesday, Jun 2",CHW,@,MIN,L,4.0,6.0,9.0,32-29,2.0,2.5,Prielipp,Martin,Gómez,2:40,N,15358.0,1.26,-2.0,
"Wednesday, Jun 3",CHW,@,MIN,W,8.0,0.0,9.0,33-29,2.0,2.5,Fedde,Bradley,None,2:43,D,20322.0,1.39,1.0,
"Friday, Jun 5",CHW,@,PHI,L,6.0,8.0,9.0,33-30,2.0,2.0,Bowlan,Hudson,Duran,2:47,N,43232.0,1.69,-1.0,
"Saturday, Jun 6",CHW,@,PHI,W,6.0,3.0,9.0,34-30,2.0,2.0,Burke,Painter,Taylor,2:46,D,42949.0,1.61,1.0,
"Sunday, Jun 7",CHW,@,PHI,L,5.0,9.0,9.0,34-31,2.0,2.0,Alvarado,Davis,None,3:23,D,41978.0,1.01,-1.0,
"Tuesday, Jun 9",CHW,Home,ATL,W-wo,6.0,5.0,10.0,35-31,2.0,0.5,Taylor,Iglesias,None,3:09,N,20494.0,1.46,1.0,
"Wednesday, Jun 10",CHW,Home,ATL,W,2.0,1.0,9.0,36-31,1.0,up 0.5,Martin,Sale,Hudson,2:36,N,14622.0,.90,2.0,
"Friday, Jun 12",CHW,Home,LAD,W,8.0,2.0,9.0,37-31,1.0,up 0.5,Kay,Sasaki,None,2:42,N,37882.0,1.74,3.0,
"Saturday, Jun 13",CHW,Home,LAD,L,1.0,7.0,9.0,37-32,2.0,0.5,Yamamoto,Burke,None,2:48,D,37832.0,1.11,-1.0,
"Sunday, Jun 14",CHW,Home,LAD,W,6.0,4.0,9.0,38-32,1.0,Tied,Fedde,Sheehan,Domínguez,2:36,D,38507.0,1.43,1.0,
"Tuesday, Jun 16",CHW,@,NYY,L,2.0,12.0,9.0,38-33,1.0,Tied,Cole,Martin,Yarbrough,2:46,N,36723.0,1.04,-1.0,
"Wednesday, Jun 17",CHW,@,NYY,L,5.0,10.0,9.0,38-34,1.0,Tied,Rodón,Kay,None,2:57,N,38558.0,1.25,-2.0,
"Thursday, Jun 18",CHW,@,NYY,W,5.0,1.0,9.0,39-34,1.0,Tied,Burke,Cruz,None,2:33,N,44809.0,1.63,1.0,
"Friday, Jun 19",CHW,@,DET,L,3.0,4.0,9.0,39-35,1.0,Tied,Anderson,Fedde,Jansen,2:28,N,41353.0,2.21,-1.0,
"Saturday, Jun 20",CHW,@,DET,L,1.0,4.0,9.0,39-36,2.0,1.0,Melton,Rock,Jansen,2:17,D,34692.0,1.26,-2.0,
"Sunday, Jun 21",CHW,@,DET,,,,,,,,,,,,,,,,
"Monday, Jun 22",CHW,Home,CLE,,,,,,,,,,,,,,,,
"Tuesday, Jun 23",CHW,Home,CLE,,,,,,,,,,,,,,,,
"Wednesday, Jun 24",CHW,Home,CLE,,,,,,,,,,,,,,,,
"Friday, Jun 26",CHW,Home,KCR,,,,,,,,,,,,,,,,
"Saturday, Jun 27",CHW,Home,KCR,,,,,,,,,,,,,,,,
"Sunday, Jun 28",CHW,Home,KCR,,,,,,,,,,,,,,,,
"Monday, Jun 29",CHW,@,BAL,,,,,,,,,,,,,,,,
"Tuesday, Jun 30",CHW,@,BAL,,,,,,,,,,,,,,,,
"Wednesday, Jul 1",CHW,@,BAL,,,,,,,,,,,,,,,,
"Thursday, Jul 2",CHW,@,CLE,,,,,,,,,,,,,,,,
"Friday, Jul 3",CHW,@,CLE,,,,,,,,,,,,,,,,
"Saturday, Jul 4",CHW,@,CLE,,,,,,,,,,,,,,,,
"Sunday, Jul 5",CHW,@,CLE,,,,,,,,,,,,,,,,
"Tuesday, Jul 7",CHW,Home,BOS,,,,,,,,,,,,,,,,
"Wednesday, Jul 8",CHW,Home,BOS,,,,,,,,,,,,,,,,
"Thursday, Jul 9",CHW,Home,BOS,,,,,,,,,,,,,,,,
"Friday, Jul 10",CHW,Home,ATH,,,,,,,,,,,,,,,,
"Saturday, Jul 11",CHW,Home,ATH,,,,,,,,,,,,,,,,
"Sunday, Jul 12",CHW,Home,ATH,,,,,,,,,,,,,,,,
"Friday, Jul 17",CHW,@,TOR,,,,,,,,,,,,,,,,
"Saturday, Jul 18",CHW,@,TOR,,,,,,,,,,,,,,,,
"Sunday, Jul 19",CHW,@,TOR,,,,,,,,,,,,,,,,
"Monday, Jul 20",CHW,@,TEX,,,,,,,,,,,,,,,,
"Tuesday, Jul 21",CHW,@,TEX,,,,,,,,,,,,,,,,
"Wednesday, Jul 22",CHW,@,TEX,,,,,,,,,,,,,,,,
"Friday, Jul 24",CHW,Home,HOU,,,,,,,,,,,,,,,,
"Saturday, Jul 25",CHW,Home,HOU,,,,,,,,,,,,,,,,
"Sunday, Jul 26",CHW,Home,HOU,,,,,,,,,,,,,,,,
"Monday, Jul 27",CHW,Home,NYY,,,,,,,,,,,,,,,,
"Tuesday, Jul 28",CHW,Home,NYY,,,,,,,,,,,,,,,,
"Wednesday, Jul 29",CHW,Home,NYY,,,,,,,,,,,,,,,,
"Thursday, Jul 30",CHW,Home,NYY,,,,,,,,,,,,,,,,
"Friday, Jul 31",CHW,@,TBR,,,,,,,,,,,,,,,,
"Saturday, Aug 1",CHW,@,TBR,,,,,,,,,,,,,,,,
"Sunday, Aug 2",CHW,@,TBR,,,,,,,,,,,,,,,,
"Tuesday, Aug 4",CHW,@,BOS,,,,,,,,,,,,,,,,
"Wednesday, Aug 5",CHW,@,BOS,,,,,,,,,,,,,,,,
"Thursday, Aug 6",CHW,@,BOS,,,,,,,,,,,,,,,,
"Friday, Aug 7",CHW,Home,CLE,,,,,,,,,,,,,,,,
"Saturday, Aug 8",CHW,Home,CLE,,,,,,,,,,,,,,,,
"Sunday, Aug 9",CHW,Home,CLE,,,,,,,,,,,,,,,,
"Tuesday, Aug 11",CHW,Home,CIN,,,,,,,,,,,,,,,,
"Wednesday, Aug 12",CHW,Home,CIN,,,,,,,,,,,,,,,,
"Thursday, Aug 13",CHW,Home,CIN,,,,,,,,,,,,,,,,
"Friday, Aug 14",CHW,@,DET,,,,,,,,,,,,,,,,
"Saturday, Aug 15",CHW,@,DET,,,,,,,,,,,,,,,,
"Sunday, Aug 16",CHW,@,DET,,,,,,,,,,,,,,,,
"Monday, Aug 17",CHW,@,CHC,,,,,,,,,,,,,,,,
"Tuesday, Aug 18",CHW,@,CHC,,,,,,,,,,,,,,,,
"Wednesday, Aug 19",CHW,@,CHC,,,,,,,,,,,,,,,,
"Thursday, Aug 20",CHW,Home,ATL,,,,,,,,,,,,,,,,
"Friday, Aug 21",CHW,Home,NYM,,,,,,,,,,,,,,,,
"Saturday, Aug 22",CHW,Home,NYM,,,,,,,,,,,,,,,,
"Sunday, Aug 23",CHW,Home,NYM,,,,,,,,,,,,,,,,
"Monday, Aug 24",CHW,Home,TEX,,,,,,,,,,,,,,,,
"Tuesday, Aug 25",CHW,Home,TEX,,,,,,,,,,,,,,,,
"Wednesday, Aug 26",CHW,Home,TEX,,,,,,,,,,,,,,,,
"Friday, Aug 28",CHW,@,MIN,,,,,,,,,,,,,,,,
"Saturday, Aug 29",CHW,@,MIN,,,,,,,,,,,,,,,,
"Sunday, Aug 30",CHW,@,MIN,,,,,,,,,,,,,,,,
"Monday, Aug 31",CHW,@,HOU,,,,,,,,,,,,,,,,
"Tuesday, Sep 1",CHW,@,HOU,,,,,,,,,,,,,,,,
"Wednesday, Sep 2",CHW,@,HOU,,,,,,,,,,,,,,,,
"Thursday, Sep 3",CHW,@,HOU,,,,,,,,,,,,,,,,
"Friday, Sep 4",CHW,Home,MIN,,,,,,,,,,,,,,,,
"Saturday, Sep 5",CHW,Home,MIN,,,,,,,,,,,,,,,,
"Sunday, Sep 6",CHW,Home,MIN,,,,,,,,,,,,,,,,
"Tuesday, Sep 8",CHW,Home,PIT,,,,,,,,,,,,,,,,
"Wednesday, Sep 9",CHW,Home,PIT,,,,,,,,,,,,,,,,
"Thursday, Sep 10",CHW,Home,PIT,,,,,,,,,,,,,,,,
"Friday, Sep 11",CHW,@,STL,,,,,,,,,,,,,,,,
"Saturday, Sep 12",CHW,@,STL,,,,,,,,,,,,,,,,
"Sunday, Sep 13",CHW,@,STL,,,,,,,,,,,,,,,,
"Monday, Sep 14",CHW,@,CLE,,,,,,,,,,,,,,,,
"Tuesday, Sep 15",CHW,@,CLE,,,,,,,,,,,,,,,,
"Wednesday, Sep 16",CHW,@,CLE,,,,,,,,,,,,,,,,
"Thursday, Sep 17",CHW,Home,DET,,,,,,,,,,,,,,,,
"Friday, Sep 18",CHW,Home,DET,,,,,,,,,,,,,,,,
"Saturday, Sep 19",CHW,Home,DET,,,,,,,,,,,,,,,,
"Sunday, Sep 20",CHW,Home,DET,,,,,,,,,,,,,,,,
"Tuesday, Sep 22",CHW,@,KCR,,,,,,,,,,,,,,,,
"Wednesday, Sep 23",CHW,@,KCR,,,,,,,,,,,,,,,,
"Thursday, Sep 24",CHW,@,KCR,,,,,,,,,,,,,,,,
"Friday, Sep 25",CHW,Home,COL,,,,,,,,,,,,,,,,
"Saturday, Sep 26",CHW,Home,COL,,,,,,,,,,,,,,,,
"Thursday, Mar 26",CIN,Home,BOS,L,0.0,3.0,9.0,0-1,3.0,1.0,Crochet,Johnson,Chapman,2:31,D,43897.0,1.17,-1.0,
"Saturday, Mar 28",CIN,Home,BOS,W-wo,6.0,5.0,11.0,1-1,3.0,1.0,Phillips,Slaten,None,3:32,D,38298.0,.88,1.0,
"Sunday, Mar 29",CIN,Home,BOS,W,3.0,2.0,9.0,2-1,2.0,1.0,Burke,Weissert,Pagán,2:43,D,27084.0,.00,2.0,
"Monday, Mar 30",CIN,Home,PIT,W,2.0,0.0,9.0,3-1,1.0,Tied,Burns,Ashcraft,Phillips,2:17,N,13626.0,1.06,3.0,
"Tuesday, Mar 31",CIN,Home,PIT,L,3.0,8.0,9.0,3-2,2.0,1.0,Ramírez,Williamson,None,2:55,N,22390.0,1.19,-1.0,
"Wednesday, Apr 1",CIN,Home,PIT,L,3.0,8.0,9.0,3-3,3.0,2.0,Skenes,Abbott,None,2:42,D,15007.0,1.13,-2.0,
"Friday, Apr 3",CIN,@,TEX,W,5.0,3.0,9.0,4-3,2.0,1.5,Santillan,Martin,Pagán,2:26,D,37635.0,.78,1.0,
"Saturday, Apr 4",CIN,@,TEX,W,2.0,0.0,9.0,5-3,2.0,1.0,Lowder,Rocker,Pagán,2:25,N,36393.0,1.50,2.0,
"Sunday, Apr 5",CIN,@,TEX,W,2.0,1.0,9.0,6-3,2.0,1.0,Moll,Garcia,Burke,2:53,D,31561.0,1.21,3.0,
"Monday, Apr 6",CIN,@,MIA,W,2.0,0.0,9.0,7-3,2.0,1.0,Williamson,Junk,Pagán,2:16,N,10934.0,1.10,4.0,
"Tuesday, Apr 7",CIN,@,MIA,W,6.0,3.0,10.0,8-3,1.0,Tied,Pagán,Faucher,None,3:02,N,8318.0,1.13,5.0,
"Wednesday, Apr 8",CIN,@,MIA,L,4.0,7.0,9.0,8-4,1.0,Tied,Pérez,Singer,Petersen,2:51,N,8639.0,1.19,-1.0,
"Thursday, Apr 9",CIN,@,MIA,L,1.0,8.0,9.0,8-5,2.0,0.5,Meyer,Lowder,Phillips,2:40,D,9578.0,1.19,-2.0,
"Friday, Apr 10",CIN,Home,LAA,L,2.0,10.0,9.0,8-6,4.0,0.5,Kochanowicz,Burns,None,2:38,N,22357.0,.97,-3.0,
"Saturday, Apr 11",CIN,Home,LAA,W,7.0,3.0,9.0,9-6,2.0,0.5,Johnson,Klassen,None,3:07,D,32554.0,.89,1.0,
"Sunday, Apr 12",CIN,Home,LAA,L,6.0,9.0,9.0,9-7,2.0,0.5,Soriano,Abbott,None,3:05,D,20311.0,1.25,-1.0,
"Tuesday, Apr 14",CIN,Home,SFG,W,2.0,1.0,9.0,10-7,1.0,Tied,Singer,Ray,Pagán,2:19,N,20690.0,1.37,1.0,
"Wednesday, Apr 15",CIN,Home,SFG,W,8.0,3.0,9.0,11-7,1.0,Tied,Lowder,Mahle,None,2:23,N,13822.0,1.39,2.0,
"Thursday, Apr 16",CIN,Home,SFG,L,0.0,3.0,9.0,11-8,1.0,Tied,Roupp,Burke,Miller,2:26,D,16898.0,1.17,-1.0,
"Friday, Apr 17",CIN,@,MIN,W,2.0,1.0,9.0,12-8,1.0,Tied,Williamson,Ryan,Pagán,2:34,N,31220.0,1.35,1.0,
"Saturday, Apr 18",CIN,@,MIN,W,5.0,4.0,9.0,13-8,1.0,up 0.5,Nicolas,Sands,Santillan,2:58,D,20198.0,.62,2.0,
"Sunday, Apr 19",CIN,@,MIN,W,7.0,4.0,10.0,14-8,1.0,up 0.5,Pagán,Acton,Ashcraft,3:13,D,19422.0,1.23,3.0,
"Monday, Apr 20",CIN,@,TBR,W,6.0,1.0,9.0,15-8,1.0,up 1.5,Lowder,Scholtens,None,2:28,N,15962.0,.51,4.0,
"Tuesday, Apr 21",CIN,@,TBR,W,12.0,6.0,9.0,16-8,1.0,up 1.5,Burns,Matz,None,3:00,N,14749.0,1.31,5.0,
"Wednesday, Apr 22",CIN,@,TBR,L,1.0,6.0,9.0,16-9,1.0,up 0.5,Martinez,Williamson,None,2:14,D,15546.0,.91,-1.0,
"Friday, Apr 24",CIN,Home,DET,W-wo,9.0,8.0,9.0,17-9,1.0,Tied,Ashcraft,Jansen,None,3:15,N,23879.0,1.95,1.0,
"Saturday, Apr 25",CIN,Home,DET,W,9.0,2.0,9.0,18-9,1.0,up 1.0,Singer,Flaherty,None,2:57,N,35315.0,.88,2.0,
"Sunday, Apr 26",CIN,Home,DET,L,3.0,8.0,9.0,18-10,1.0,up 1.0,Hurter,Moll,None,2:42,D,31377.0,1.19,-1.0,
"Tuesday, Apr 28",CIN,Home,COL,W,7.0,2.0,9.0,19-10,1.0,up 1.5,Burns,Freeland,None,2:26,N,24152.0,1.29,1.0,
"Wednesday, Apr 29",CIN,Home,COL,L,2.0,13.0,9.0,19-11,1.0,up 0.5,Sugano,Williamson,None,2:42,N,17823.0,.89,-1.0,
"Thursday, Apr 30",CIN,Home,COL,W,6.0,4.0,9.0,20-11,1.0,up 1.0,Abbott,Lorenzen,None,2:16,D,17211.0,.86,1.0,
"Friday, May 1",CIN,@,PIT,L,1.0,9.0,9.0,20-12,1.0,Tied,Keller,Singer,None,2:41,N,13442.0,1.67,-1.0,
"Saturday, May 2",CIN,@,PIT,L,7.0,17.0,9.0,20-13,2.0,1.0,Mlodzinski,Lowder,None,3:02,D,23763.0,1.39,-2.0,
"Sunday, May 3",CIN,@,PIT,L,0.0,1.0,9.0,20-14,2.0,2.0,Soto,Santillan,None,2:06,D,16642.0,1.36,-3.0,
"Monday, May 4",CIN,@,CHC,L-wo,4.0,5.0,9.0,20-15,3.0,3.0,Rolison,Pagán,None,2:32,N,32997.0,1.20,-4.0,
"Tuesday, May 5",CIN,@,CHC,L-wo,2.0,3.0,10.0,20-16,3.0,4.0,Rolison,Moll,None,3:09,N,34777.0,1.45,-5.0,
"Wednesday, May 6",CIN,@,CHC,L-wo,6.0,7.0,10.0,20-17,3.0,5.0,Thornton,Burke,None,2:57,N,34143.0,1.09,-6.0,
"Thursday, May 7",CIN,@,CHC,L,3.0,8.0,9.0,20-18,5.0,6.0,Imanaga,Lowder,Palencia,2:54,D,30441.0,.83,-7.0,
"Friday, May 8",CIN,Home,HOU,L,0.0,10.0,9.0,20-19,5.0,7.0,Burrows,Lodolo,None,2:32,N,24347.0,.65,-8.0,
"Saturday, May 9",CIN,Home,HOU,W,3.0,1.0,9.0,21-19,5.0,6.0,Burns,Arrighetti,Johnson,2:21,D,35688.0,1.19,1.0,
"Sunday, May 10",CIN,Home,HOU,W,5.0,0.0,9.0,22-19,4.0,5.0,Abbott,Teng,None,2:27,D,23980.0,.51,2.0,
"Tuesday, May 12",CIN,Home,WSN,L,4.0,10.0,9.0,22-20,5.0,5.0,Lord,Singer,None,3:07,N,23715.0,1.14,-1.0,
"Wednesday, May 13",CIN,Home,WSN,L,7.0,8.0,10.0,22-21,5.0,5.0,Varland,Santillan,Poulin,3:14,N,17312.0,.61,-2.0,
"Thursday, May 14",CIN,Home,WSN,W,15.0,1.0,9.0,23-21,5.0,5.0,Burns,Griffin,None,2:27,D,22651.0,.65,1.0,
"Friday, May 15",CIN,@,CLE,W,7.0,6.0,9.0,24-21,4.0,5.0,Abbott,Bibee,Antone,3:00,N,27903.0,1.13,2.0,
"Saturday, May 16",CIN,@,CLE,L,4.0,7.0,9.0,24-22,4.0,5.0,Sabrowski,Moll,Smith,2:48,N,33331.0,.42,-1.0,
"Sunday, May 17",CIN,@,CLE,L,3.0,10.0,9.0,24-23,4.0,5.0,Williams,Singer,None,2:27,D,27388.0,1.07,-2.0,
"Monday, May 18",CIN,@,PHI,L,4.0,5.0,9.0,24-24,5.0,5.0,Kerkering,Ashcraft,Duran,2:31,N,40065.0,.81,-3.0,
"Tuesday, May 19",CIN,@,PHI,W,4.0,1.0,9.0,25-24,4.0,4.5,Burns,Luzardo,Santillan,2:28,N,37527.0,.62,1.0,
"Wednesday, May 20",CIN,@,PHI,W,9.0,4.0,9.0,26-24,4.0,4.5,Abbott,Nola,None,2:48,D,38222.0,1.02,2.0,
"Saturday, May 23 (1)",CIN,Home,STL,L,1.0,8.0,9.0,26-25,4.0,4.5,Pallante,Paddack,None,2:39,D,19927.0,1.33,-1.0,
"Saturday, May 23 (2)",CIN,Home,STL,W-wo,7.0,6.0,11.0,27-25,4.0,4.5,Johnson,O'Brien,None,3:25,N,31144.0,.95,1.0,
"Monday, May 25",CIN,@,NYM,W,7.0,2.0,9.0,28-25,4.0,4.0,Lodolo,McLean,None,2:56,D,36734.0,.96,2.0,
"Tuesday, May 26",CIN,@,NYM,W,7.0,2.0,9.0,29-25,3.0,4.0,Burns,Peterson,None,2:56,N,36848.0,.63,3.0,
"Wednesday, May 27",CIN,@,NYM,L,2.0,4.0,9.0,29-26,4.0,5.0,Tong,Abbott,Williams,3:01,N,33453.0,1.40,-1.0,
"Friday, May 29",CIN,Home,ATL,L,3.0,8.0,9.0,29-27,4.0,6.0,Fuentes,Paddack,None,2:38,N,29996.0,1.15,-2.0,
"Saturday, May 30",CIN,Home,ATL,L,2.0,5.0,9.0,29-28,5.0,6.0,Pérez,Singer,Iglesias,2:29,N,36848.0,.91,-3.0,
"Sunday, May 31",CIN,Home,ATL,W,6.0,4.0,9.0,30-28,5.0,6.0,Lodolo,Strider,Moll,2:38,D,31084.0,.71,1.0,
"Monday, Jun 1",CIN,Home,KCR,L,2.0,9.0,9.0,30-29,5.0,7.0,Avila,Richardson,None,2:43,N,19409.0,.56,-1.0,
"Tuesday, Jun 2",CIN,Home,KCR,W-wo,4.0,3.0,10.0,31-29,5.0,7.0,Burke,Schreiber,None,2:48,N,25824.0,1.11,1.0,
"Wednesday, Jun 3",CIN,Home,KCR,L,2.0,5.0,9.0,31-30,5.0,7.0,Lynch,Santillan,Lange,2:45,N,15959.0,.58,-1.0,
"Friday, Jun 5",CIN,@,STL,L,3.0,10.0,9.0,31-31,5.0,7.5,Dobbins,Singer,None,3:08,N,30058.0,1.15,-2.0,
"Saturday, Jun 6",CIN,@,STL,L,5.0,6.0,9.0,31-32,5.0,8.5,Soriano,Moll,O'Brien,2:53,D,26904.0,.77,-3.0,
"Sunday, Jun 7",CIN,@,STL,L,3.0,5.0,9.0,31-33,5.0,9.5,Stanek,Moll,O'Brien,2:41,D,31335.0,.71,-4.0,
"Monday, Jun 8",CIN,@,SDP,L,2.0,6.0,9.0,31-34,5.0,10.5,Morejón,Abbott,None,2:48,N,37223.0,.59,-5.0,
"Tuesday, Jun 9",CIN,@,SDP,W,5.0,3.0,11.0,32-34,5.0,9.5,Antone,Matsui,Maxwell,3:48,N,40469.0,.88,1.0,
"Wednesday, Jun 10",CIN,@,SDP,L-wo,4.0,5.0,9.0,32-35,5.0,9.5,Peralta,Petty,None,2:37,D,37393.0,.82,-1.0,
"Friday, Jun 12",CIN,Home,ARI,L,2.0,5.0,9.0,32-36,5.0,10.5,Ginkel,Burke,Sewald,3:29,N,29803.0,.29,-2.0,
"Saturday, Jun 13",CIN,Home,ARI,W,2.0,1.0,9.0,33-36,5.0,9.5,Petty,Morillo,Santillan,2:22,D,27563.0,.43,1.0,
"Sunday, Jun 14",CIN,Home,ARI,L,3.0,5.0,9.0,33-37,5.0,10.5,Morillo,Maxwell,Sewald,2:39,D,22946.0,.71,-1.0,
"Monday, Jun 15",CIN,Home,NYM,W,12.0,0.0,9.0,34-37,5.0,10.0,Burns,Myers,None,2:53,N,19853.0,.47,1.0,
"Tuesday, Jun 16",CIN,Home,NYM,W,5.0,3.0,9.0,35-37,5.0,10.0,Singer,Senga,Santillan,2:53,N,28710.0,.71,2.0,
"Wednesday, Jun 17",CIN,Home,NYM,L,1.0,9.0,9.0,35-38,5.0,11.0,McLean,Lodolo,None,2:29,D,27207.0,.93,-1.0,
"Friday, Jun 19",CIN,@,NYY,L,0.0,5.0,9.0,35-39,5.0,10.5,Schlittler,Lowder,None,2:35,N,42420.0,.62,-2.0,
"Saturday, Jun 20",CIN,@,NYY,W,10.0,2.0,9.0,36-39,5.0,9.5,Abbott,Warren,None,2:53,D,46089.0,.31,1.0,
"Sunday, Jun 21",CIN,@,NYY,,,,,,,,,,,,,,,,
"Monday, Jun 22",CIN,Home,MIL,,,,,,,,,,,,,,,,
"Tuesday, Jun 23",CIN,Home,MIL,,,,,,,,,,,,,,,,
"Wednesday, Jun 24",CIN,Home,MIL,,,,,,,,,,,,,,,,
"Friday, Jun 26",CIN,@,PIT,,,,,,,,,,,,,,,,
"Saturday, Jun 27",CIN,@,PIT,,,,,,,,,,,,,,,,
"Sunday, Jun 28",CIN,@,PIT,,,,,,,,,,,,,,,,
"Monday, Jun 29",CIN,@,MIL,,,,,,,,,,,,,,,,
"Tuesday, Jun 30",CIN,@,MIL,,,,,,,,,,,,,,,,
"Wednesday, Jul 1",CIN,@,MIL,,,,,,,,,,,,,,,,
"Thursday, Jul 2",CIN,@,MIL,,,,,,,,,,,,,,,,
"Friday, Jul 3",CIN,Home,BAL,,,,,,,,,,,,,,,,
"Saturday, Jul 4",CIN,Home,BAL,,,,,,,,,,,,,,,,
"Sunday, Jul 5",CIN,Home,BAL,,,,,,,,,,,,,,,,
"Tuesday, Jul 7",CIN,Home,PHI,,,,,,,,,,,,,,,,
"Wednesday, Jul 8",CIN,Home,PHI,,,,,,,,,,,,,,,,
"Thursday, Jul 9",CIN,Home,PHI,,,,,,,,,,,,,,,,
"Friday, Jul 10",CIN,Home,CHC,,,,,,,,,,,,,,,,
"Saturday, Jul 11",CIN,Home,CHC,,,,,,,,,,,,,,,,
"Sunday, Jul 12",CIN,Home,CHC,,,,,,,,,,,,,,,,
"Friday, Jul 17",CIN,@,COL,,,,,,,,,,,,,,,,
"Saturday, Jul 18",CIN,@,COL,,,,,,,,,,,,,,,,
"Sunday, Jul 19",CIN,@,COL,,,,,,,,,,,,,,,,
"Monday, Jul 20",CIN,@,SEA,,,,,,,,,,,,,,,,
"Tuesday, Jul 21",CIN,@,SEA,,,,,,,,,,,,,,,,
"Wednesday, Jul 22",CIN,@,SEA,,,,,,,,,,,,,,,,
"Friday, Jul 24",CIN,@,STL,,,,,,,,,,,,,,,,
"Saturday, Jul 25",CIN,@,STL,,,,,,,,,,,,,,,,
"Sunday, Jul 26",CIN,@,STL,,,,,,,,,,,,,,,,
"Monday, Jul 27",CIN,Home,CLE,,,,,,,,,,,,,,,,
"Tuesday, Jul 28",CIN,Home,CLE,,,,,,,,,,,,,,,,
"Wednesday, Jul 29",CIN,Home,CLE,,,,,,,,,,,,,,,,
"Thursday, Jul 30",CIN,Home,PIT,,,,,,,,,,,,,,,,
"Friday, Jul 31",CIN,Home,PIT,,,,,,,,,,,,,,,,
"Saturday, Aug 1",CIN,Home,PIT,,,,,,,,,,,,,,,,
"Sunday, Aug 2",CIN,Home,PIT,,,,,,,,,,,,,,,,
"Tuesday, Aug 4",CIN,Home,ATH,,,,,,,,,,,,,,,,
"Wednesday, Aug 5",CIN,Home,ATH,,,,,,,,,,,,,,,,
"Thursday, Aug 6",CIN,Home,ATH,,,,,,,,,,,,,,,,
"Friday, Aug 7",CIN,@,WSN,,,,,,,,,,,,,,,,
"Saturday, Aug 8",CIN,@,WSN,,,,,,,,,,,,,,,,
"Sunday, Aug 9",CIN,@,WSN,,,,,,,,,,,,,,,,
"Tuesday, Aug 11",CIN,@,CHW,,,,,,,,,,,,,,,,
"Wednesday, Aug 12",CIN,@,CHW,,,,,,,,,,,,,,,,
"Thursday, Aug 13",CIN,@,CHW,,,,,,,,,,,,,,,,
"Friday, Aug 14",CIN,Home,MIA,,,,,,,,,,,,,,,,
"Saturday, Aug 15",CIN,Home,MIA,,,,,,,,,,,,,,,,
"Sunday, Aug 16",CIN,Home,MIA,,,,,,,,,,,,,,,,
"Monday, Aug 17",CIN,Home,STL,,,,,,,,,,,,,,,,
"Monday, Aug 17",CIN,Home,STL,,,,,,,,,,,,,,,,
"Tuesday, Aug 18",CIN,Home,STL,,,,,,,,,,,,,,,,
"Wednesday, Aug 19",CIN,Home,STL,,,,,,,,,,,,,,,,
"Thursday, Aug 20",CIN,Home,STL,,,,,,,,,,,,,,,,
"Friday, Aug 21",CIN,@,ARI,,,,,,,,,,,,,,,,
"Saturday, Aug 22",CIN,@,ARI,,,,,,,,,,,,,,,,
"Sunday, Aug 23",CIN,@,ARI,,,,,,,,,,,,,,,,
"Monday, Aug 24",CIN,@,SFG,,,,,,,,,,,,,,,,
"Tuesday, Aug 25",CIN,@,SFG,,,,,,,,,,,,,,,,
"Wednesday, Aug 26",CIN,@,SFG,,,,,,,,,,,,,,,,
"Friday, Aug 28",CIN,@,CHC,,,,,,,,,,,,,,,,
"Saturday, Aug 29",CIN,@,CHC,,,,,,,,,,,,,,,,
"Sunday, Aug 30",CIN,@,CHC,,,,,,,,,,,,,,,,
"Monday, Aug 31",CIN,Home,SDP,,,,,,,,,,,,,,,,
"Tuesday, Sep 1",CIN,Home,SDP,,,,,,,,,,,,,,,,
"Wednesday, Sep 2",CIN,Home,SDP,,,,,,,,,,,,,,,,
"Friday, Sep 4",CIN,Home,MIL,,,,,,,,,,,,,,,,
"Saturday, Sep 5",CIN,Home,MIL,,,,,,,,,,,,,,,,
"Sunday, Sep 6",CIN,Home,MIL,,,,,,,,,,,,,,,,
"Monday, Sep 7",CIN,@,LAD,,,,,,,,,,,,,,,,
"Tuesday, Sep 8",CIN,@,LAD,,,,,,,,,,,,,,,,
"Wednesday, Sep 9",CIN,@,LAD,,,,,,,,,,,,,,,,
"Friday, Sep 11",CIN,@,MIL,,,,,,,,,,,,,,,,
"Saturday, Sep 12",CIN,@,MIL,,,,,,,,,,,,,,,,
"Sunday, Sep 13",CIN,@,MIL,,,,,,,,,,,,,,,,
"Monday, Sep 14",CIN,Home,LAD,,,,,,,,,,,,,,,,
"Tuesday, Sep 15",CIN,Home,LAD,,,,,,,,,,,,,,,,
